,id,name,space,host_name,host_since,host_acceptance_rate,host_identity_verified,street,zipcode,latitude,longitude,review_scores_rating,room_type,accommodates,price
1847,35515854,"The Glenway House ""Jacuzzi Suite""","Your room is huge, 25ft by 20ft. It boasts a desktop workstation, fridge microwave and large Jacuzzi tub in the bathroom. Enjoy nature around our back yard fire pit or soak in the newly installed 6 person Hot Tub! The screened-in back porch has a grill, bar, and couches with heated space units. Feel free to prepare meals in your full kitchen. The dining room is gorgeous and the living room fireplace is loaded with wood. The Blue Ridge Parkway and walking trails are just a 7-minute ride from the house.",Michael,2019-06-08,98%,f,"Asheville, NC, United States",28804.0,35.63818,-82.51796,100.0,Private room,4,$65.00
1848,35516808,The Firefly,,Aislinn,2017-02-03,96%,t,"Asheville, NC, United States",28806.0,35.58852,-82.61118,100.0,Entire home/apt,6,$120.00
1849,35521639,Quiet Mountain Retreat Near Pisgah & DownTown,"Our favorite part of our little place is the outdoor amenities.  We have a swing, a picnic table, a garden, a small trail and a great screened in porch and open deck.  Asheville nights trend cooler so relaxing on the porch is where we spend a good amount of time.  Chill around the fire pit and tiny frog pond located on the upper portion of the yard.  For your convenience, we provide lighters, fire sticks and some limited wood.   As a measure of safety for our guests and our property,  we have 2 outside cameras focused on the 2 exterior doors only.   As an added measure of security,  our house offers a locking safe for valuables.   Charging stations for your electronics are provided in each room.  We’ve recently added an “Amazon Echo” which will act as your own personal concierge.  Ask “Alexa” questions about the area .   “ Alexa, give us Mexican restaurant choices in Asheville”.   The Echo allows you to pick from and almost endless selection of music.   We’ve tried to stump Alexa with ",Jeff,2019-06-08,100%,f,"Asheville, NC, United States",28806.0,35.5263,-82.61236,98.0,Entire home/apt,4,$125.00
1850,35573039,Close to Asheville and Biltmore House,,Zondra,2016-06-25,100%,t,"Arden, NC, United States",28704.0,35.45677,-82.53495,95.0,Private room,2,$50.00
1851,35575552,The Blue Ridge Room at River Row Flats - Room 200,"Our 12 chic, spacious Green-Built rooms are meticulously appointed with all the luxuries of home, making your stay at River Row Flats comfortable, relaxed and personal. From lush textiles to deluxe bath products to vibrant local art adorning the walls, no detail has been overlooked!  This room offers: One king-size bed One queen-size pull-out sofa Floor-to-ceiling windows and soothing interior paint colors A full kitchen with full-sized oven and range, refrigerator and dishwasher A complete set of cookware, dishes and utensils Dish soap and dishwasher detergent A toaster, coffee maker, iron, electric tea kettle, and microwave A full set of linens and towels A shower dispenser with Paya brand shampoo, conditioner and body soap An under-sink water filtration system A smart TV with Netflix and Hulu streaming capabilities. Just link to your account Cable television and 200mbps of high-speed WiFi Locally crafted Chocolate Fetish welcome chocolates and PennyCup coffee Soundproof walls Person","River Row Flats, Inc",2019-03-21,99%,t,"Asheville, NC, United States",28806.0,35.586290000000005,-82.5694,100.0,Entire home/apt,4,$169.00
1852,35578299,West Asheville Treasure,,Cindy,2015-08-20,100%,f,"Asheville, NC, United States",28806.0,35.58432,-82.57417,99.0,Private room,2,$54.00
1853,35578653,The Bent Creek Room at River Row Flats - Room 201,"Our 12 chic, spacious Green-Built rooms are meticulously appointed with all the luxuries of home, making your stay at River Row Flats comfortable, relaxed and personal. From lush textiles to deluxe bath products to vibrant local art adorning the walls, no detail has been overlooked!  This room offers: One king-size bed One queen-size pull-out sofa Floor-to-ceiling windows and soothing interior paint colors A full kitchen with full-sized oven and range, refrigerator and dishwasher A complete set of cookware, dishes and utensils Dish soap and dishwasher detergent A toaster, coffee maker, iron, electric tea kettle, and microwave A full set of linens and towels A shower dispenser with Paya brand shampoo, conditioner and body soap An under-sink water filtration system A smart TV with Netflix and Hulu streaming capabilities. Just link to your account Cable television and 200mbps of high-speed WiFi Locally crafted Chocolate Fetish welcome chocolates and PennyCup coffee Soundproof walls Person","River Row Flats, Inc",2019-03-21,99%,t,"Asheville, NC, United States",28806.0,35.58704,-82.57011999999999,100.0,Entire home/apt,4,$169.00
1854,35578680,The Hominy Creek Room at River Row Flats - Room 202,"Our 14 chic, spacious environmentally friendly rooms are meticulously appointed with all the luxuries of home, making your stay at River Row Flats comfortable, relaxed and personal. From lush textiles to deluxe bath products to vibrant local art adorning the walls, no detail has been overlooked!  This room offers: One king-size bed One queen-size pull-out sofa Floor-to-ceiling windows and soothing interior paint colors A full kitchen with full-sized oven and range, refrigerator and dishwasher A complete set of cookware, dishes and utensils Dish soap and dishwasher detergent A toaster, coffee maker, iron, electric tea kettle, and microwave A full set of linens and towels A shower dispenser with Paya brand shampoo, conditioner and body soap An under-sink water filtration system A smart TV with Netflix and Hulu streaming capabilities. Just link to your account Cable television and 200mbps of high-speed WiFi Locally crafted Chocolate Fetish welcome chocolates and PennyCup coffee Personal d","River Row Flats, Inc",2019-03-21,99%,t,"Asheville, NC, United States",28806.0,35.586079999999995,-82.56999,98.0,Entire home/apt,4,$169.00
1855,35609891,"CLEAN, 2.5 Mi AIRPORT 15 min Biltmore - Asheville","New, Comfortable, Woodsy yet CONVENIENT!  15 -20 minutes from BLUE RIDGE Parkway, BILTMORE, ASHEVILLE, Hendersonville, Golf, Breweries, Antiques, Movies, HIKING, ART....River Art’s District",Pamela,2018-01-01,100%,f,"Arden, NC, United States",28704.0,35.45298,-82.52051,100.0,Entire home/apt,4,$99.00
1856,35612017,TRANQUILITY,,Lisa,2017-07-26,86%,f,"Asheville, NC, United States",28806.0,35.58127,-82.62371999999999,100.0,Private room,2,$75.00
1857,35613436,The Harmony Room at River Row Flats - Room 101 (Pet Friendly with Fee),"Our 14 chic, spacious environmentally friendly rooms are meticulously appointed with all the luxuries of home, making your stay at River Row Flats comfortable, relaxed and personal. From lush textiles to deluxe bath products to vibrant local art adorning the walls, no detail has been overlooked!  This room offers: One king-size bed One queen-size pull-out sofa Floor-to-ceiling windows and soothing interior paint colors A full kitchen with full-sized oven and range, refrigerator and dishwasher A complete set of cookware, dishes and utensils Dish soap and dishwasher detergent A toaster, coffee maker, iron, electric tea kettle, and microwave A full set of linens and towels A shower dispenser with Paya brand shampoo, conditioner and body soap An under-sink water filtration system A smart TV with Netflix and Hulu streaming capabilities. Just link to your account Cable television and 200mbps of high-speed WiFi Locally crafted Chocolate Fetish welcome chocolates and PennyCup coffee Personal d","River Row Flats, Inc",2019-03-21,99%,t,"Asheville, NC, United States",28806.0,35.58724,-82.56944,97.0,Entire home/apt,4,$169.00
1858,35613465,The French Broad River Room at River Row Flats - Room 103(Pet Friendly with Fee),"Our 14 chic, spacious environmentally friendly rooms are meticulously appointed with all the luxuries of home, making your stay at River Row Flats comfortable, relaxed and personal. From lush textiles to deluxe bath products to vibrant local art adorning the walls, no detail has been overlooked!  This room offers: One king-size bed One queen-size pull-out sofa Floor-to-ceiling windows and soothing interior paint colors A full kitchen with full-sized oven and range, refrigerator and dishwasher A complete set of cookware, dishes and utensils Dish soap and dishwasher detergent A toaster, coffee maker, iron, electric tea kettle, and microwave A full set of linens and towels A shower dispenser with Paya brand shampoo, conditioner and body soap An under-sink water filtration system A smart TV with Netflix and Hulu streaming capabilities. Just link to your account Cable television and 200mbps of high-speed WiFi Locally crafted Chocolate Fetish welcome chocolates and PennyCup coffee Personal d","River Row Flats, Inc",2019-03-21,99%,t,"Asheville, NC, United States",28806.0,35.58592,-82.56985999999999,96.0,Entire home/apt,4,$169.00
1859,35613495,The Cheers Room at River Row Flats - Room 203,"Our 14 chic, spacious environmentally friendly rooms are meticulously appointed with all the luxuries of home, making your stay at River Row Flats comfortable, relaxed and personal. From lush textiles to deluxe bath products to vibrant local art adorning the walls, no detail has been overlooked!  This room offers: One king-size bed One queen-size pull-out sofa Floor-to-ceiling windows and soothing interior paint colors A full kitchen with full-sized oven and range, refrigerator and dishwasher A complete set of cookware, dishes and utensils Dish soap and dishwasher detergent A toaster, coffee maker, iron, electric tea kettle, and microwave A full set of linens and towels A shower dispenser with Paya brand shampoo, conditioner and body soap An under-sink water filtration system A smart TV with Netflix and Hulu streaming capabilities. Just link to your account Cable television and 200mbps of high-speed WiFi Locally crafted Chocolate Fetish welcome chocolates and PennyCup coffee Personal d","River Row Flats, Inc",2019-03-21,99%,t,"Asheville, NC, United States",28806.0,35.58636,-82.57121,97.0,Entire home/apt,4,$169.00
1860,35613575,The Catawba Falls Room at River Row Flats - Room 204,"Our 14 chic, spacious environmentally friendly rooms are meticulously appointed with all the luxuries of home, making your stay at River Row Flats comfortable, relaxed and personal. From lush textiles to deluxe bath products to vibrant local art adorning the walls, no detail has been overlooked!  This room offers: One king-size bed One queen-size pull-out sofa Floor-to-ceiling windows and soothing interior paint colors A full kitchen with full-sized oven and range, refrigerator and dishwasher A complete set of cookware, dishes and utensils Dish soap and dishwasher detergent A toaster, coffee maker, iron, electric tea kettle, and microwave A full set of linens and towels A shower dispenser with Paya brand shampoo, conditioner and body soap An under-sink water filtration system A smart TV with Netflix and Hulu streaming capabilities. Just link to your account Cable television and 200mbps of high-speed WiFi Locally crafted Chocolate Fetish welcome chocolates and PennyCup coffee Personal d","River Row Flats, Inc",2019-03-21,99%,t,"Asheville, NC, United States",28806.0,35.58582,-82.57155999999999,92.0,Entire home/apt,4,$169.00
